good_id,unit ,quantity ,good ,
good1035,pint ,1,N E Rum ,
good1036,pound ,1,coffee ,
good1037,quart ,1,N E Rum ,
good1038,pair ,1,boots ,
good1039,pint ,1,Gin ,
good1040,yards ,03/04/19,padding ,
good1041,yards ,03/04/19,canvas ,
good1042,pint ,1,N E Rum ,
good1043,pair ,1,shoes ,
good1044,pints ,1.5,N E Rum ,
good1045,yards ,7.125,Calica ,
good1046,yards ,7,shirting ,
good1047,pounds ,2.5,codfish ,
good1048,cents ,10,10,
good1049,pint ,1.5,gin ,
good1050,quarts ,1,rum ,
good1051,pound ,1,sugar ,
good1052,pound ,1,coffee ,
good1053,pair ,1,Booteas ,
good1054,Gin ,1,pint ,
good1055,hand ,1,tobacco ,
good1056,quarts ,1,Brandy ,
good1057,quarts ,1,wine ,
good1058,Gallons ,1,N E Rum ,
good1059,pint ,1,Gin ,
good1060,pint ,1,Gin ,
good1061,pair ,1,shoes ,
good1062,pint ,1,N E Rum ,
good1063,pint ,1,Rum ,
good1064,bushells ,12.5,head grass ,
good1065,count ,1,Crane ,
good1066,pair ,1,morocco shoes ,
good1067,pounds ,14,flour ,
good1068,quart ,1,N E Rum ,
good1069,hand ,1,tobacco ,
good1070,pint ,1,N E Rum ,
good1071,count ,1,Broom ,
good1072,count ,1,Crane ,
good1073,quarts ,2,N E Rum ,
good1074,paper ,1,Beet Seed ,
good1075,paper ,1,Beet Seed ,
good1076,yards ,4,Canbric ,
good1077,yards ,1.5,mushin ,
good1078,pint ,1,N E Rum ,
good1079,pair ,1,Child Shoes ,
good1080,quarts ,1,H Gin ,
good1081,hand ,1,buckeles ,
good1082,pair ,1,socks ,
good1083,pounds ,4.25,rags ,
good1084,yards ,2,Cotton Cloth ,
good1085,count ,2,Mackerell ,
good1086,pint ,1,rum ,
good1087,dozen ,0.5,plates ,
good1088,pint ,1,N E Rum ,
good1089,bushels ,0.5,corn ,
good1090,bushels ,0.5,corn ,
good1091,pounds ,6,lard ,
good1092,pounds ,7.25,lard ,
good1093,pounds ,5,lard ,
good1094,ounces ,11,lard ,
good1095,pounds ,4,butter ,
good1096,pounds ,6,butter ,
good1097,ounces ,14,butter ,
good1098,quarts ,14,milk ,
good1099,quarts ,6,milk ,
good1100,pint ,1,milk ,
good1101,bushels ,01/02/19,rye ,
good1102,bushels ,0.75,rosin ,
good1103,pounds ,3,butter ,
good1104,pieces ,50,brick ,
good1105,t ,6.25,pork ,
good1106,feet ,15,lumber ,
good1107,pounds ,1.5,paint ,
good1108,ounces ,14,do ,
good1109,feet ,23,fresh pine ,
good1110,feet ,17,fresh pine ,
good1111,yards ,4.5,calico ,
good1112,bushels ,3.5,rye ,
good1113,pair ,1,mending shoes ,
good1114,pounds ,2,butter ,
good1115,pounds ,10,clover seeds ,
good1116,peck ,1,seed corn ,
good1117,piece ,0.5,cow ,
good1118,count ,1,plank ,
good1119,feet ,25.5,pine logs ,
good1120,feet ,63,maple green ,
good1121,bushels ,6,potatoes ,
good1122,peck ,1,potatoes ,
good1123,bushels ,3,potatoes ,
good1124,cords ,0.5,wood ,
good1125,bushels ,0.5,cider ,
good1126,bushels ,1,cider ,
good1127,acres ,1.75,acre ,
good1128,count ,0.5,clipboards ,
good1129,bushels ,0.5,cider ,
good1130,bushels ,1,potatoes ,
good1131,  ,  ,  ,
good1132,  ,  ,  ,
good1133,  ,  ,  ,
good1134,  ,  ,  ,
good1135,  ,  ,  ,
good1136,  ,  ,  ,
good1137,  ,  ,  ,
good1138,  ,  ,  ,
good1139,  ,  ,  ,
good1140,  ,  ,  ,
good1141,  ,  ,  ,
good1142,  ,  ,  ,
good1143,  ,  ,  ,
good1144,  ,  ,  ,
good1145,  ,  ,  ,
good1146,  ,  ,  ,
good1147,  ,  ,  ,
good1148,  ,  ,  ,
good1149,  ,  ,  ,
good1150,  ,  ,  ,
good1151,  ,  ,  ,
good1152,  ,  ,  ,
good1153,  ,  ,  ,
good1154,  ,  ,  ,
good1155,  ,  ,  ,
good1156,  ,  ,  ,
good1157,  ,  ,  ,
good1158,  ,  ,  ,
good1159,bushels ,2,corn ,
good1160,bushels ,2,corn ,
good1161,bushels ,2,corn ,
good1162,pounds ,9.5,ham ,
good1163,bushels ,1.5,corn ,
good1164,bushels ,1.5,corn ,
good1165,bushels ,2,rye ,
good1166,pounds ,16.3125,pork ,
good1167,pounds ,16.3125,pork ,
good1168,pounds ,9.25,ham ,
good1169,pounds ,9.5,salt pork ,
good1170,quarts ,4,milk ,
good1171,count ,1,goods ,
good1172,bushels ,2,corn ,
good1173,pounds ,10,pork ,
good1174,bushels ,1.5,corn ,
good1175,bushels ,1.5,corn ,
good1176,bushels ,10,potatoes ,
good1177,bushels ,10,potatoes ,
good1178,bushels ,1,rye ,
good1179,bushels ,1,rye ,
good1180,bushels ,1,corn ,
good1181,bushels ,1,corn ,
good1182,bushels ,4,corn ,
good1183,bushels ,2,rye ,
good1184,barrels ,5,apples ,
good1185,bushels ,1.5,cranburys ,
good1186,Gallons ,1,vinegar ,
good1187,barrels ,1,apples ,
good1188,cork ,1,lime ,
good1189,barrels ,12,lime ,
good1190,feet ,315,spruce plank ,
good1191,hectometer ,134,joist ,
good1192,hectometer ,134,joist ,
good1193,feet ,77,pine boards ,
good1194,feet ,561,pine boards ,
good1195,Rods ,32,wall ,
good1196,Rods ,32,wall ,
good1197,pounds ,108,beef ,
good1198,pounds ,108,beef ,
good1199,pounds ,98,beef ,
good1200,bushels ,1,corn ,
good1201,bushels ,1,corn ,
good1202,feet ,30,4 by 5 join ,
good1203,feet ,30,4 by 5 join ,
good1204,bushels ,5,potatoes ,
good1205,bushels ,1,potatoes ,
good1206,bushels ,1,potatoes ,
good1207,count ,1,coal ,
good1208,bushels ,0.5,potatoes ,
good1209,bushels ,0.5,potatoes ,
good1210,pounds ,111.5,beef ,
good1211,pounds ,111.5,beef ,
good1212,pounds ,97.5,beef ,
good1213,pounds ,97.5,beef ,
good1214,pounds ,17.75,pork ,
good1215,cut ,51,pork ,
good1216,cut ,51,pork ,
good1217,pounds ,6,powder ,
good1218,count ,1,waggon ,
good1219,count ,1,mire handim ,
good1220,pounds ,14,beef ,
good1221,count ,1,bull calf ,
good1222,count ,1,soap ,
good1223,pounds ,5,salt beef ,
good1224,pounds ,5,salt beef ,
good1225,quarts ,3,milk ,
good1226,count ,1,book ,
good1227,quarts ,2,vinegar ,
good1228,quarts ,2,vinegar ,
good1229,bushels ,2,corn ,
good1230,bushels ,1,rye ,
good1231,count ,1,shawl ,
good1232,count ,1,shawl ,
good1233,count ,1,lace ,
good1234,count ,1,lace ,
good1235,yards ,7,calico ,
good1236,yards ,1.5,yarn ,
good1237,pounds ,5.5,beef ,
good1238,pounds ,5.5,beef ,
good1239,count ,1,pantaloons ,
good1240,inches ,1,pine stick ,
good1241,feet ,8,pine stick ,
good1242,bushels ,0.5,cider ,
good1243,yards ,3.75,ribbon ,
good1244,yards ,0.5,white satin ,
good1245,count ,1,scarf ,
good1246,skeins ,10,sewing silk ,
good1247,count ,1,saxony cloth ,
good1248,count ,1,cambrie ,
good1249,  ,  ,  ,
good1250,  ,  ,  ,
good1251,  ,  ,  ,
good1252,  ,  ,  ,
good1253,  ,  ,  ,
good1254,  ,  ,  ,
good1255,  ,  ,  ,
good1256,  ,  ,  ,
good1257,  ,  ,  ,
good1258,  ,  ,  ,
good1259,  ,  ,  ,
good1260,  ,  ,  ,
good1261,  ,  ,  ,
good1262,  ,  ,  ,
good1263,  ,  ,  ,
good1264,  ,  ,  ,
good1265,  ,  ,  ,
good1266,  ,  ,  ,
good1267,  ,  ,  ,
good1268,  ,  ,  ,
good1269,  ,  ,  ,
good1270,  ,  ,  ,
good1271,  ,  ,  ,
good1272,  ,  ,  ,
good1273,  ,  ,  ,
good1274,  ,  ,  ,
good1275,  ,  ,  ,
good1276,  ,  ,  ,
good1277,  ,  ,  ,
good1278,  ,  ,  ,
good1279,  ,  ,  ,
good1280,  ,  ,  ,
good1281,  ,  ,  ,
good1282,  ,  ,  ,
good1283,  ,  ,  ,
good1284,  ,  ,  ,
good1285,  ,  ,  ,
good1286,  ,  ,  ,
good1287,  ,  ,  ,
good1288,  ,  ,  ,
good1289,  ,  ,  ,
good1290,  ,  ,  ,
good1291,  ,  ,  ,
good1292,  ,  ,  ,
good1293,  ,  ,  ,
good1294,  ,  ,  ,
good1295,  ,  ,  ,
good1296,  ,  ,  ,
good1297,  ,  ,  ,
good1298,  ,  ,  ,
good1299,  ,  ,  ,
good1300,  ,  ,  ,
good1301,  ,  ,  ,
good1302,  ,  ,  ,
good1303,  ,  ,  ,
good1304,  ,  ,  ,
good1305,  ,  ,  ,
good1306,  ,  ,  ,
good1307,  ,  ,  ,
good1308,  ,  ,  ,
good1309,  ,  ,  ,
good1310,  ,  ,  ,
good1311,  ,  ,  ,
good1312,  ,  ,  ,
good1313,  ,  ,  ,
good1314,  ,  ,  ,
good1315,  ,  ,  ,
good1316,  ,  ,  ,
good1317,  ,  ,  ,
good1318,  ,  ,  ,
good1319,  ,  ,  ,
good1320,  ,  ,  ,
good1321,  ,  ,  ,
good1322,  ,  ,  ,
good1323,  ,  ,  ,
good1324,  ,  ,  ,
good1325,  ,  ,  ,
good1326,  ,  ,  ,
good1327,  ,  ,  ,
good1328,  ,  ,  ,
good1329,  ,  ,  ,
good1330,  ,  ,  ,
good1331,  ,  ,  ,
good1332,  ,  ,  ,
good1333,  ,  ,  ,
good1334,  ,  ,  ,
good1335,  ,  ,  ,
good1336,  ,  ,  ,
good1337,  ,  ,  ,
good1338,  ,  ,  ,
good1339,  ,  ,  ,
good1340,  ,  ,  ,
good1341,  ,  ,  ,
good1342,  ,  ,  ,
good1343,  ,  ,  ,
good1344,  ,  ,  ,
good1345,  ,  ,  ,
good1346,  ,  ,  ,
good1347,  ,  ,  ,
good1348,  ,  ,  ,
good1349,  ,  ,  ,
good1350,  ,  ,  ,
good1351,  ,  ,  ,
good1352,  ,  ,  ,
good1353,  ,  ,  ,
good1354,  ,  ,  ,
good1355,  ,  ,  ,
good1356,  ,  ,  ,
good1357,  ,  ,  ,
good1358,  ,  ,  ,
good1359,  ,  ,  ,
good1360,  ,  ,  ,
good1361,  ,  ,  ,
good1362,  ,  ,  ,
good1363,  ,  ,  ,
good1364,  ,  ,  ,
good1365,  ,  ,  ,
good1366,  ,  ,  ,
good1367,  ,  ,  ,
good1368,  ,  ,  ,
good1369,  ,  ,  ,
good1370,  ,  ,  ,
good1371,  ,  ,  ,
good1372,  ,  ,  ,
good1373,  ,  ,  ,
good1374,  ,  ,  ,
good1375,  ,  ,  ,
good1376,  ,  ,  ,
good1377,  ,  ,  ,
good1378,  ,  ,  ,
good1379,  ,  ,  ,
good1380,  ,  ,  ,
good1381,  ,  ,  ,
good1382,  ,  ,  ,
good1383,  ,  ,  ,
good1384,  ,  ,  ,
good1385,  ,  ,  ,
good1386,  ,  ,  ,
good1387,  ,  ,  ,
good1388,  ,  ,  ,
good1389,  ,  ,  ,
good1390,  ,  ,  ,
good1391,  ,  ,  ,
good1392,  ,  ,  ,
good1393,  ,  ,  ,
good1394,  ,  ,  ,
good1395,  ,  ,  ,
good1396,  ,  ,  ,
good1397,  ,  ,  ,
good1398,  ,  ,  ,
good1399,  ,  ,  ,
good1400,  ,  ,  ,
good1401,  ,  ,  ,
good1402,  ,  ,  ,
good1403,  ,  ,  ,
good1404,  ,  ,  ,
good1405,  ,  ,  ,
good1406,  ,  ,  ,
good1407,  ,  ,  ,
good1408,  ,  ,  ,
good1409,  ,  ,  ,
good1410,  ,  ,  ,
good1411,  ,  ,  ,
good1412,  ,  ,  ,
good1413,  ,  ,  ,
good1414,  ,  ,  ,
good1415,  ,  ,  ,
good1416,  ,  ,  ,
good1417,  ,  ,  ,
good1418,  ,  ,  ,
good1419,  ,  ,  ,
good1420,  ,  ,  ,
good1421,  ,  ,  ,
good1422,  ,  ,  ,
good1423,  ,  ,  ,
good1424,  ,  ,  ,
good1425,  ,  ,  ,
good1426,  ,  ,  ,
good1427,  ,  ,  ,
good1428,  ,  ,  ,
good1429,  ,  ,  ,
good1430,  ,  ,  ,
good1431,  ,  ,  ,
good1432,  ,  ,  ,
good1433,  ,  ,  ,
good1434,  ,  ,  ,
good1435,  ,  ,  ,
good1436,  ,  ,  ,
good1437,  ,  ,  ,
good1438,  ,  ,  ,
good1439,  ,  ,  ,
good1440,  ,  ,  ,
good1441,  ,  ,  ,
good1442,  ,  ,  ,
good1443,  ,  ,  ,
good1444,  ,  ,  ,
good1445,  ,  ,  ,
good1446,  ,  ,  ,
good1447,  ,  ,  ,
good1448,  ,  ,  ,
good1449,  ,  ,  ,
good1450,  ,  ,  ,
good1451,  ,  ,  ,
good1452,  ,  ,  ,
good1453,  ,  ,  ,
good1454,  ,  ,  ,
good1455,  ,  ,  ,
good1456,  ,  ,  ,
good1457,  ,  ,  ,
good1458,  ,  ,  ,
good1459,  ,  ,  ,
good1460,  ,  ,  ,
good1461,  ,  ,  ,
good1462,  ,  ,  ,
good1463,  ,  ,  ,
good1464,  ,  ,  ,
good1465,  ,  ,  ,
good1466,  ,  ,  ,
good1467,  ,  ,  ,
good1468,  ,  ,  ,
good1469,  ,  ,  ,
good1470,  ,  ,  ,
good1471,  ,  ,  ,
good1472,  ,  ,  ,
good1473,  ,  ,  ,
good1474,  ,  ,  ,
good1475,  ,  ,  ,
good1476,  ,  ,  ,
good1477,  ,  ,  ,
good1478,  ,  ,  ,
good1479,  ,  ,  ,
good1480,  ,  ,  ,
good1481,  ,  ,  ,
good1482,  ,  ,  ,
good1483,  ,  ,  ,
good1484,  ,  ,  ,
good1485,  ,  ,  ,
good1486,  ,  ,  ,
good1487,  ,  ,  ,
good1488,  ,  ,  ,
good1489,  ,  ,  ,
good1490,  ,  ,  ,
good1491,  ,  ,  ,
good1492,  ,  ,  ,
good1493,  ,  ,  ,
good1494,  ,  ,  ,
good1495,  ,  ,  ,
good1496,  ,  ,  ,
good1497,  ,  ,  ,
good1498,  ,  ,  ,
good1499,  ,  ,  ,
good1500,  ,  ,  ,
good1501,  ,  ,  ,
good1502,  ,  ,  ,
good1503,  ,  ,  ,
good1504,  ,  ,  ,
good1505,  ,  ,  ,
good1506,  ,  ,  ,
good1507,  ,  ,  ,
good1508,  ,  ,  ,
good1509,  ,  ,  ,
good1510,  ,  ,  ,
good1511,  ,  ,  ,
good1512,  ,  ,  ,
good1513,  ,  ,  ,
good1514,  ,  ,  ,
good1515,  ,  ,  ,
good1516,  ,  ,  ,
good1517,  ,  ,  ,
good1518,  ,  ,  ,
good1519,  ,  ,  ,
good1520,  ,  ,  ,
good1521,  ,  ,  ,
good1522,  ,  ,  ,
good1523,  ,  ,  ,
good1524,  ,  ,  ,
good1525,  ,  ,  ,
good1526,  ,  ,  ,
good1527,barrels ,10,flour ,
good1528,count ,1,blue mixed hose ,
good1529,count ,2,norsted ,
good1530,skeins ,3,yarn ,
good1531,yards ,4,blk. silk ,
good1532,count ,2,gloves ,
good1533,pounds ,29.75,lard ,
good1534,pounds ,30.25,spareribs + lean pork ,
good1535,bushels ,1,rye ,
good1536,pounds ,8.5,sausages ,
good1537,pounds ,32.5,sausages ,
money1538,  ,weeks ,5,paturage 
good1539,count ,1,cornsheller ,
good1540,count ,1.5,b. hair ,
good1541,cords ,1,dry wood ,
good1542,cords ,1,dry wood ,
good1543,bushels ,1.5,apples ,
good1544,count ,1,string bells ,
good1545,count ,1,string bells ,
good1546,count ,1,drip ,
good1547,feet ,5,dry maplewood ,
good1548,count ,2,oxen + slye ,
good1549,count ,2,oxen + waggon ,
good1550,pounds ,10.75,butter ,
good1551,pounds ,6,salt beef ,
good1552,cords ,2,dry maplewood ,
good1553,count ,1,goods ,
good1554,bushels ,1,corn ,
good1555,pounds ,18,ham ,
good1556,pounds ,18,ham ,
good1557,bushels ,1,potatoes ,
good1558,bushels ,1,potatoes ,
good1559,bushels ,3,corn ,
good1560,bushels ,2,corn ,
good1561,bushels ,2,corn ,
good1562,quarts ,6.5,new milk ,
good1563,  ,  ,  ,
good1564,  ,  ,  ,
good1565,  ,  ,  ,
good1566,  ,  ,  ,
good1567,  ,  ,  ,
good1568,  ,  ,  ,
good1569,  ,  ,  ,
good1570,  ,  ,  ,
good1571,  ,  ,  ,
good1572,  ,  ,  ,
good1573,  ,  ,  ,
good1574,  ,  ,  ,
good1575,  ,  ,  ,
good1576,  ,  ,  ,
good1577,  ,  ,  ,
good1578,  ,  ,  ,
good1579,  ,  ,  ,
good1580,  ,  ,  ,
good1581,  ,  ,  ,
good1582,  ,  ,  ,
good1583,  ,  ,  ,
good1584,  ,  ,  ,
good1585,  ,  ,  ,
good1586,  ,  ,  ,
good1587,  ,  ,  ,
good1588,  ,  ,  ,
good1589,  ,  ,  ,
good1590,  ,  ,  ,
good1591,  ,  ,  ,
good1592,  ,  ,  ,
good1593,  ,  ,  ,
good1594,  ,  ,  ,
good1595,  ,  ,  ,
good1596,  ,  ,  ,
good1597,  ,  ,  ,
good1598,  ,  ,  ,
good1599,  ,  ,  ,
good1600,  ,  ,  ,
good1601,  ,  ,  ,
good1602,  ,  ,  ,
good1603,  ,  ,  ,
good1604,  ,  ,  ,
good1605,  ,  ,  ,
good1606,  ,  ,  ,
good1607,  ,  ,  ,
good1608,  ,  ,  ,
good1609,  ,  ,  ,
good1610,  ,  ,  ,
good1611,  ,  ,  ,
good1612,  ,  ,  ,
good1613,  ,  ,  ,
good1614,  ,  ,  ,
good1615,  ,  ,  ,
good1616,  ,  ,  ,
good1617,  ,  ,  ,
good1618,  ,  ,  ,
good1619,  ,  ,  ,
good1620,  ,  ,  ,
good1621,  ,  ,  ,
good1622,  ,  ,  ,
good1623,  ,  ,  ,
good1624,  ,  ,  ,
good1625,  ,  ,  ,
good1626,  ,  ,  ,
good1627,  ,  ,  ,
good1628,  ,  ,  ,
good1629,  ,  ,  ,
good1630,  ,  ,  ,
good1631,  ,  ,  ,
good1632,  ,  ,  ,
good1633,  ,  ,  ,
good1634,  ,  ,  ,
good1635,  ,  ,  ,
good1636,  ,  ,  ,
good1637,  ,  ,  ,
good1638,  ,  ,  ,
good1639,  ,  ,  ,
good1640,  ,  ,  ,
good1641,  ,  ,  ,
good1642,  ,  ,  ,
good1643,  ,  ,  ,
good1644,  ,  ,  ,
good1645,  ,  ,  ,
good1646,  ,  ,  ,
good1647,  ,  ,  ,
good1648,  ,  ,  ,
good1649,  ,  ,  ,
good1650,  ,  ,  ,
good1651,  ,  ,  ,
good1652,  ,  ,  ,
good1653,  ,  ,  ,
good1654,  ,  ,  ,
good1655,  ,  ,  ,
good1656,  ,  ,  ,
good1657,  ,  ,  ,
good1658,  ,  ,  ,
good1659,  ,  ,  ,
good1660,  ,  ,  ,
good1661,  ,  ,  ,
good1662,pounds ,2.5,butter ,
good1663,  ,  ,  ,
good1664,  ,  ,  ,
good1665,  ,  ,  ,
good1666,  ,  ,  ,
good1667,  ,  ,  ,
good1668,  ,  ,  ,
good1669,  ,  ,  ,
good1670,  ,  ,  ,
good1671,  ,  ,  ,
good1672,  ,  ,  ,
good1673,  ,  ,  ,
good1674,  ,  ,  ,
good1675,  ,  ,  ,
good1676,  ,  ,  ,
good1677,  ,  ,  ,
good1678,  ,  ,  ,
good1679,  ,  ,  ,
good1680,  ,  ,  ,
good1681,  ,  ,  ,
good1682,  ,  ,  ,
good1683,  ,  ,  ,
good1684,  ,  ,  ,
good1685,  ,  ,  ,
good1686,  ,  ,  ,
good1687,  ,  ,  ,
good1688,  ,  ,  ,
good1689,  ,  ,  ,
good1690,  ,  ,  ,
good1691,  ,  ,  ,
good1692,  ,  ,  ,
good1693,  ,  ,  ,
good1694,  ,  ,  ,
good1695,  ,  ,  ,
good1696,  ,  ,  ,
good1697,  ,  ,  ,
good1698,  ,  ,  ,
good1699,  ,  ,  ,
good1700,  ,  ,  ,
good1701,  ,  ,  ,
good1702,  ,  ,  ,
good1703,  ,  ,  ,
good1704,  ,  ,  ,
good1705,  ,  ,  ,
good1706,  ,  ,  ,
good1707,  ,  ,  ,
good1708,  ,  ,  ,
good1709,  ,  ,  ,
good1710,  ,  ,  ,
good1711,  ,  ,  ,
good1712,  ,  ,  ,
good1713,  ,  ,  ,
good1714,  ,  ,  ,
good1715,  ,  ,  ,
good1716,  ,  ,  ,
good1717,  ,  ,  ,
good1718,  ,  ,  ,
good1719,  ,  ,  ,
good1720,  ,  ,  ,
good1721,  ,  ,  ,
good1722,  ,  ,  ,
good1723,  ,  ,  ,
good1724,  ,  ,  ,
good1725,  ,  ,  ,
good1726,  ,  ,  ,
good1727,  ,  ,  ,
good1728,  ,  ,  ,
good1729,  ,  ,  ,
good1730,  ,  ,  ,
good1731,  ,  ,  ,
good1732,  ,  ,  ,
good1733,  ,  ,  ,
good1734,  ,  ,  ,
good1735,  ,  ,  ,
good1736,  ,  ,  ,
good1737,  ,  ,  ,
good1738,  ,  ,  ,
good1739,  ,  ,  ,
good1740,  ,  ,  ,
good1741,  ,  ,  ,
good1742,  ,  ,  ,
good1743,  ,  ,  ,
good1744,  ,  ,  ,
good1745,  ,  ,  ,
good1746,  ,  ,  ,
good1747,  ,  ,  ,
good1748,  ,  ,  ,
good1749,  ,  ,  ,
good1750,  ,  ,  ,
good1751,  ,  ,  ,
good1752,  ,  ,  ,
good1753,  ,  ,  ,
good1754,  ,  ,  ,
good1755,count ,1,parasol ,
good1756,feet ,88,pine plank ,
good1757,yards ,10,flannel ,
good1758,yards ,7,alpaca ,
good1759,yards ,2.4,cambrie ,
good1760,count ,1,combs ,
good1761,count ,2,shoes ,
good1762,yards ,7.875,blue blk. alpaca ,
good1763,yards ,9,cambrie ,
good1764,yards ,2,sarsnet ,
good1765,skns ,3,italian silk ,
good1766,count ,1,worsted hose ,
good1767,yards ,1.75,cotton cloth ,
good1768,pair ,2,wool hose ,
good1769,pounds ,4,salt pork ,
good1770,pounds ,4,salt pork ,
good1771,yards ,6,fringe ,
good1772,pounds ,5,lard ,
good1773,pounds ,6,lard ,
good1774,pounds ,6,lard ,
good1775,yards ,3,cotton jean ,
good1776,yards ,3,cotton shirting ,
good1777,count ,1,velvet bonnet ,
good1778,count ,1,cravat ,
good1779,pounds ,3.75,lard ,
good1780,pounds ,6.3125,salt  pork ,
good1781,pounds ,6.3125,salt  pork ,
good1782,count ,1,collar ,
good1783,barrel ,1,cider bll. + cider ,
good1784,pounds ,3.375,lard ,
good1785,pounds ,3.375,lard ,
good1786,pounds ,13.25,salt pork ,
good1787,pounds ,13.25,salt pork ,
good1788,pounds ,141.3125,pig pork ,
good1789,pounds ,141.3125,pig pork ,
good1790,pounds ,146,pig pork ,
good1791,pounds ,146,pig pork ,
good1792,barrel ,1,flour ,
good1793,barrel ,1,flour ,
good1794,count ,2,slippers ,
good1795,gallons ,1,vinegar ,
good1796,pounds ,4.375,cheese ,
good1797,pounds ,4.375,cheese ,
good1798,bushels ,5,blk potatoes ,
good1799,bushels ,5,blk potatoes ,
good1800,pounds ,106.875,salt pork ,
good1801,feet ,6.16,hard sawed wood ,
good1802,feet ,6.66,pine ,
good1803,basket ,1,charcoal ,
good1804,basket ,1,charcoal ,
good1805,bushels ,1,potatoes ,
good1806,bushels ,1,potatoes ,
good1807,feet ,18,pine ,
good1808,pounds ,6.75,beef salt ,
good1809,pounds ,6.75,beef salt ,
good1810,count ,1,bagge harness ,
good1811,bushels ,10,potatoes ,
good1812,pounds ,14.5,sausage meat ,
good1813,pounds ,3.5,sausage meat ,
good1814,bushels ,0.5,rye ,
good1815,bushels ,0.5,rye ,
good1816,pounds ,5.8,sausage meat ,
good1817,pounds ,70,feathers ,
good1818,yards ,13,bed ticking ,
good1819,bushels ,0.5,rye ,
good1820,yards ,31.25,sheeting ,
good1821,count ,1,lumber ,
good1822,bushels ,2.5,potatoes ,
good1823,pounds ,7,salt beef ,
good1824,pounds ,3.5,butter ,
good1825,bushels ,1,corn ,
good1826,pounds ,4.6,salt beef ,
good1827,pounds ,3.5,butter ,
good1828,pounds ,3.5,butter ,
good1829,pounds ,5.11,beef ,
good1830,pounds ,3.5,butter ,
good1831,pounds ,3.5,butter ,
good1832,pounds ,2.1,butter ,
good1833,pounds ,6.5,sage cheese ,
good1834,bushels ,1,corn ,
good1835,bushels ,1,corn ,
good1836,bushels ,1,corn ,
good1837,count ,1,coal ,
good1838,count ,1,rod ,
good1839,count ,1,shovel ,
good1840,count ,1,stove knee ,
good1841,bushels ,10,potatoes ,
good1842,bushels ,3,potatoes ,
good1843,bushels ,3,potatoes ,
good1844,bushels ,10,potatoes ,
good1845,count ,1,cylinder stove ,
good1846,count ,1,cook stove ,
good1847,count ,1,shirting ,
good1848,count ,1,lace ,
good1849,count ,1,hoisery ,
good1850,bushels ,0.5,snowballs ,
good1851,quarts ,12,milk ,
good1852,bushels ,0.5,beans ,
good1853,loads ,1,stuff ,
good1854,peck ,0.5,beans ,
good1855,peck ,0.5,beans ,
good1856,peck ,1,potatoes ,
good1857,peck ,1,quinacs? ,
good1858,feet ,33,hard pine ,
good1859,feet ,33,hard pine ,
good1860,pounds ,7,pork ,
good1861,pounds ,7,pork ,
good1862,pounds ,9.5,pork ,
good1863,pounds ,9.5,pork ,
good1864,count ,1,scraper ,
good1865,count ,1,scraper ,
good1866,cows ,1,pasturing ,
good1867,  ,  ,  ,
good1868,  ,  ,  ,
good1869,  ,  ,  ,
good1870,  ,  ,  ,
good1871,  ,  ,  ,
good1872,  ,  ,  ,
good1873,  ,  ,  ,
good1874,  ,  ,  ,
good1875,  ,  ,  ,
good1876,  ,  ,  ,
good1877,  ,  ,  ,
good1878,  ,  ,  ,
good1879,  ,  ,  ,
good1880,  ,  ,  ,
good1881,  ,  ,  ,
good1882,  ,  ,  ,
good1883,  ,  ,  ,
good1884,  ,  ,  ,
good1885,  ,  ,  ,
good1886,  ,  ,  ,
good1887,  ,  ,  ,
good1888,  ,  ,  ,
good1889,  ,  ,  ,
good1890,  ,  ,  ,
good1891,  ,  ,  ,
good1892,  ,  ,  ,
good1893,  ,  ,  ,
good1894,  ,  ,  ,
good1895,  ,  ,  ,
good1896,  ,  ,  ,
good1897,  ,  ,  ,
good1898,  ,  ,  ,
good1899,  ,  ,  ,
good1900,  ,  ,  ,
good1901,  ,  ,  ,
good1902,  ,  ,  ,
good1903,  ,  ,  ,
good1904,  ,  ,  ,
good1905,  ,  ,  ,
good1906,  ,  ,  ,
good1907,  ,  ,  ,
good1908,  ,  ,  ,
good1909,  ,  ,  ,
good1910,  ,  ,  ,
good1911,  ,  ,  ,
good1912,  ,  ,  ,
good1913,  ,  ,  ,
good1914,  ,  ,  ,
good1915,  ,  ,  ,
good1916,  ,  ,  ,
good1917,  ,  ,  ,
good1918,  ,  ,  ,
good1919,  ,  ,  ,
good1920,  ,  ,  ,
good1921,  ,  ,  ,
good1922,  ,  ,  ,
good1923,  ,  ,  ,
good1924,  ,  ,  ,
good1925,  ,  ,  ,
good1926,  ,  ,  ,
good1927,  ,  ,  ,
good1928,  ,  ,  ,
good1929,  ,  ,  ,
good1930,  ,  ,  ,
good1931,  ,  ,  ,
good1932,  ,  ,  ,
good1933,  ,  ,  ,
good1934,  ,  ,  ,
good1935,  ,  ,  ,
good1936,  ,  ,  ,
good1937,  ,  ,  ,
good1938,  ,  ,  ,
good1939,  ,  ,  ,
good1940,  ,  ,  ,
good1941,  ,  ,  ,
good1942,  ,  ,  ,
good1943,  ,  ,  ,
good1944,  ,  ,  ,
good1945,  ,  ,  ,
good1946,  ,  ,  ,
good1947,  ,  ,  ,
good1948,  ,  ,  ,
,  ,  ,  ,
